消防栓编号,施工地址或工程编号,工程编号,安装日期,所属公司,消防栓口径,样式,本点号,地面高程,横坐标,纵坐标,管理单位,所属区县,录入人员,录入时间,目前状况,备注,设备类别,关键字,设备类型,埋设深度,管顶高程,材质,所在道路
137, ,,,,100,,J70963364821,2.725,510019.224,2550475.783,,禅城区,,,, ,XHS,5731215,消防栓,0,2.7249, ,敦厚大夫里34号门口                                          
138, ,,,,50,,J70963364932,2.567,509964.093,2550485.162,,禅城区,,,, ,XHS,5731216,消防栓,0,2.5665, ,敦厚大夫里55号侧                                            
139, ,,,,100,,J70963364981,2.004,509907.344,2550504.841,,禅城区,,,, ,XHS,5731217,消防栓,0,2.0038, ,敦厚大夫里72号西南侧                                        
140, ,,,,100,,J7096346511,3.005,510334.642,2550363.687,,禅城区,,,, ,XHS,5731218,消防栓,0,3.0047, ,汾江北路敦厚桥头坊3号北侧                                   
142, ,,,,50,,J70963365207,3.142,510052.896,2550426.177,,禅城区,,,, ,XHS,5731220,消防栓,0,3.142, ,敦厚直街南胜坊60号门口                                      
144, ,,,,100,,J70863365325,3.041,510069.042,2550323.574,,禅城区,,,, ,XHS,5731222,消防栓,0,3.041, ,敦厚村南胜坊12号北侧                                        
145, ,,,,50,,J7096346555,3.37,510338.189,2550282.634,,禅城区,,,, ,XHS,5731223,消防栓,0,3.3699, ,敦厚村桥头坊35号门口                                        
146, ,,,,100,,J7086346658,3.198,510220.299,2550226.64,,禅城区,,,, ,XHS,5731224,消防栓,0,3.198, ,朝阳里107号东侧                                             
147, ,,,,100,,J70863477,3.152,510136.01,2550288.593,,禅城区,,,, ,XHS,5731225,消防栓,0,3.1524, ,朝阳里103号                                                 
616, ,,,,100,,J70263794228,3.268,511052.098,2549113.107,,禅城区,,,, ,XHS,5731656,消防栓,0,3.268, ,松风路松风九巷10号门口                                      
617, ,,,,100,,J6996389521,5.896,511313.349,2548497.796,,禅城区,,,, ,XHS,5731657,消防栓,0,5.896, ,莲花路3号东侧路口                                           
619, ,,,,100,,J7006389531,5.88,511282.395,2548545.884,,禅城区,,,, ,XHS,5731659,消防栓,0,5.88, ,莲花路莲花广场正门口侧                                      
620, ,,,,100,,J6996389545,5.338,511373.203,2548514.819,,禅城区,,,, ,XHS,5731660,消防栓,0,5.338, ,福禄路路口                                                  
621, ,,,,100,,J70263895568,3.655,511236.841,2548969.204,,禅城区,,,, ,XHS,5731661,消防栓,0,3.655, ,升平路与锦华路对面                                          
622, ,,,,50,,J70263895634,3.903,511176.023,2549000.401,,禅城区,,,, ,XHS,5731662,消防栓,0,3.903, ,向前街20号门口                                              
623, ,,,,50,,J70263895734,3.935,511149.288,2549053.851,,禅城区,,,, ,XHS,5731663,消防栓,0,3.935, ,向前街40号门口                                              
640, ,,,,100,,J700636A11849,3.681,510849.241,2548674.588,,禅城区,,,, ,XHS,5731664,消防栓,0,3.681, ,祖庙路旋宫酒店西南侧(工商银行对面)                          
641, ,,,,100,,J704636A1201,6.276,510682.467,2549511.919,,禅城区,,,, ,XHS,5731665,消防栓,0,6.276, ,汾江中路1号                                                 
642, ,,,,100,,J703635A13085,3.724,510450.095,2549250.061,,禅城区,,,, ,XHS,5731666,消防栓,0,3.724, ,汾江中路28号二座                                            
643, ,,,,100,,J703632A138,2.339,509629.095,2549225.376,,禅城区,,,, ,XHS,5731667,消防栓,0,2.339, ,佛西路市运输公司货运起重分公司南侧                          
644, ,,,,100,,J703636A1396,6.043,510853.417,2549236.998,,禅城区,,,, ,XHS,5731668,消防栓,0,6.043, ,高基街151号                                                 
645, ,,,,100,,J703636A1476,5.791,510634.355,2549263.667,,禅城区,,,, ,XHS,5731669,消防栓,0,5.791, ,高基街246号对面                                             
647, ,,,,100,,J702636A1838,3.991,510775.364,2549007.006,,禅城区,,,, ,XHS,5731671,消防栓,0,3.991, ,红直69号门口侧                                              
648, ,,,,100,,J701632A192,1.69,509743.482,2548844.884,,禅城区,,,, ,XHS,5731672,消防栓,0,1.69, ,佛山大道北绝缘材料厂对面                                    
650, ,,,,100,,J703634A2129,3.788,510213.999,2549162.584,,禅城区,,,, ,XHS,5731673,消防栓,0,3.788, ,丝织路10号之1门口对面                                       
651, ,,,,100,,J703633A214,3.433,510060.556,2549203.036,,禅城区,,,, ,XHS,5731674,消防栓,0,3.433, ,丝织路华材中学门口侧                                        
795, ,,,,100,,J6986129821,3.632,504694.299,2548175.33,,禅城区,,,, ,XHS,5731794,消防栓,0,3.632, ,大布路新俊制衣厂门口                                        
796, ,,,,100,,J7006129834,3.708,504691.117,2548560.216,,禅城区,,,, ,XHS,5731795,消防栓,0,3.708, ,振兴路与华富北交叉路口                                      
797, ,,,,100,,J6966139896,3.755,504931.94,2547867.616,,禅城区,,,, ,XHS,5731796,消防栓,0,3.755, ,石湾区张槎一路富荣鞋业有限公司东侧                          
798, ,,,,100,,J6966149938,4.853,505154.837,2547892.95,,禅城区,,,, ,XHS,5731797,消防栓,0,4.853, ,石湾始平大道村尾工业区牌内                                  
801, ,,,,100,,J6736341133,4.919,510347.467,2543325.618,,禅城区,,,, ,XHS,5731800,消防栓,0,4.919, ,汾江南路天桥南侧                                            
802, ,,,,100,,J6746341139,4.789,510381.941,2543458.131,,禅城区,,,, ,XHS,5731801,消防栓,0,4.789, ,汾江南路黎涌下村碑对面过马路边                              
804, ,,,,100,,J6726341167,5.245,510276.085,2543051.865,,禅城区,,,, ,XHS,5731802,消防栓,0,5.245, ,汾江南路银苑新村站碑侧                                      
805, ,,,,100,,J6716341174,4.647,510240.236,2542912.864,,禅城区,,,, ,XHS,5731803,消防栓,0,4.647, ,汾江南路长城不锈钢管门市部对面                              
806, ,,,,100,,J6736331234,6.24,509958.484,2543223.596,,禅城区,,,, ,XHS,5731804,消防栓,0,6.24, ,澜石二马路培华幼儿园西侧行人线边                            
807, ,,,,100,,J67263313218,7.753,510014.399,2543052.519,,禅城区,,,, ,XHS,5731805,消防栓,0,7.753, ,前进三街一巷93号侧                                          
993, ,,,,100,,J68062376462,6.811,507553.144,2544657.391,,禅城区,,,, ,XHS,5731979,消防栓,0,6.811, ,                                                            
994, ,,,,100,,J69162176579,3.482,506964.416,2546825.716,,禅城区,,,, ,XHS,5731980,消防栓,0,3.482, ,大江路华鹏陶瓷厂门口                                        
995, ,,,,100,,J68262582497,10.777,508108.388,2545102.226,,禅城区,,,, ,XHS,5731981,消防栓,0,10.777, ,石湾区镇中二路11座对面                                      
996, ,,,,100,,J68262582538,11.391,508122.8,2545057.825,,禅城区,,,, ,XHS,5731982,消防栓,0,11.391, ,石湾区镇中二路13座侧对面                                    
997, ,,,,100,,J68062682657,11.032,508287.745,2544724.846,,禅城区,,,, ,XHS,5731983,消防栓,0,11.032, ,石湾工农何岗新村21号对面                                    
998, ,,,,100,,J68062682692,9.227,508265.505,2544582.546,,禅城区,,,, ,XHS,5731984,消防栓,0.9,8.327, ,石湾区工农路与东风路交界处                                  
999, ,,,,100,,J68062682721,8.743,508372.711,2544598.211,,禅城区,,,, ,XHS,5731985,消防栓,0,8.743, ,石湾东风路中国农业银行侧                                    
148, ,,,,100,,J7066233362,2.56,507525.602,2549805.226,,禅城区,,,, ,XHS,5731226,消防栓,0,2.56, ,                                                            
149, ,,,,100,,J7056283393,3.061,508854.858,2549602.942,,禅城区,,,, ,XHS,5731227,消防栓,0,3.061, ,                                                            
151, ,,,,100,,J7056273409,3.63,508396.187,2549640.372,,禅城区,,,, ,XHS,5731229,消防栓,0,3.63, ,                                                            
169, ,,,,100,,J7106262951,2.487,508323.441,2550577.46,,禅城区,,,, ,XHS,5731230,消防栓,0,2.487, ,江边村兴仁里七巷7号门口对面                                 
170, ,,,,100,,J70962321384,6.866,507379.357,2550417.265,,禅城区,,,, ,XHS,5731231,消防栓,0,6.866, ,佛罗路佛山地区工业贸易公司仓库门口                          
171, ,,,,100,,J70962221392,6.194,507291.27,2550443.495,,禅城区,,,, ,XHS,5731232,消防栓,0,6.194, ,佛罗路二轻供销公司仓库门口                                  
172, ,,,,100,,J70962221408,7.787,507216.153,2550472.819,,禅城区,,,, ,XHS,5731233,消防栓,0,7.787, ,佛罗路龙鼎机械厂门口                                        
173, ,,,,100,,J71063121481,2.658,509600.12,2550621.668,,禅城区,,,, ,XHS,5731234,消防栓,0,2.658, ,郊边路华联餐厅门口侧                                        
174, ,,,,100,,J70963121500,2.599,509542.641,2550420.229,,禅城区,,,, ,XHS,5731235,消防栓,0,2.599, ,石湾车站招待所北侧俊盛收购站东侧(北横一路1号东侧)           
175, ,,,,100,,J70963121578,1.97,509541.625,2550520.705,,禅城区,,,, ,XHS,5731236,消防栓,0,1.97, ,石湾区永兴建材物资经理部西侧                                
176, ,,,,50,,J70963121660,2.864,509464.963,2550428.053,,禅城区,,,, ,XHS,5731237,消防栓,0,2.864, ,石湾区北横一路1号侧                                         
177, ,,,,50,,J70963121663,2.905,509454.402,2550427.389,,禅城区,,,, ,XHS,5731238,消防栓,0,2.905, ,石湾区北横一路2号侧                                         
179, ,,,,100,,J70662144189,3.21,507092.337,2549880.451,,禅城区,,,, ,XHS,5731239,消防栓,0.6,2.61, ,佛西路第二大队西侧路口                                      
180, ,,,,100,,J70662044218,2.96,506764.47,2549848.241,,禅城区,,,, ,XHS,5731240,消防栓,1,1.96, ,昌荣路46号门口对面                                          
181, ,,,,100,,J70562044222,2.95,506751.405,2549669.562,,禅城区,,,, ,XHS,5731241,消防栓,1,1.95, ,昌荣路35号门口                                              
182, ,,,,100,,J70562044247,2.79,506766.986,2549587.273,,禅城区,,,, ,XHS,5731242,消防栓,1,1.79, ,昌荣路2号门口                                               
183, ,,,,100,,J70862831936,6.03,508805.298,2550211.078,,禅城区,,,, ,XHS,5731243,消防栓,0,6.03, ,佛罗路佛山经济发展仓库北侧路边                              
184, ,,,,100,,J70862944372,5.92,508992.902,2550171.542,,禅城区,,,, ,XHS,5731244,消防栓,0,5.92, ,佛罗路发电厂有限公司门口对面侧                              
478, ,,,,100,,J691635B4136,1.509,510460.235,2546916.778,,禅城区,,,, ,XHS,5731530,消防栓,0,1.509, ,汾江南路同济商业广场西侧                                    
479, ,,,,100,,J691634B41438,2.597,510158.791,2546775.443,,禅城区,,,, ,XHS,5731531,消防栓,0.4,2.197, ,简村大圣庙二巷1号门口侧                                     
480, ,,,,100,,J691635B4149,2.041,510468.967,2546747.491,,禅城区,,,, ,XHS,5731532,消防栓,0,2.041, ,汾江南路中国工商银行佛山市分行侧                            
481, ,,,,100,,J691635B4161,3.167,510570.171,2546748.262,,禅城区,,,, ,XHS,5731533,消防栓,0,3.167, ,汾江横街工商银行佛山市分行南侧                              
482, ,,,,100,,J691633B41698,2.268,510111.562,2546820.172,,禅城区,,,, ,XHS,5731534,消防栓,1.1,1.168, ,同济西路永丰大厦后面                                        
483, ,,,,100,,J691633B41716,2.295,510035.205,2546902.191,,禅城区,,,, ,XHS,5731535,消防栓,0.6,1.695, ,同济西路永丰大厦西侧                                        
484, ,,,,100,,J691633B41770,2.477,510036.803,2546737.465,,禅城区,,,, ,XHS,5731536,消防栓,1,1.477, ,同福大街7座之一门口                                         
485, ,,,,100,,J690633B41805,2.586,510025.687,2546636.281,,禅城区,,,, ,XHS,5731537,消防栓,1,1.586, ,同福大街14号南侧                                            
486, ,,,,100,,J690633B41836,2.688,510010.157,2546551.231,,禅城区,,,, ,XHS,5731538,消防栓,0.5,2.188, ,同福大街18号南侧                                            
487, ,,,,100,,J689633B41882,2.745,509951.293,2546498.382,,禅城区,,,, ,XHS,5731539,消防栓,1.5,1.245, ,同福西二街60号西侧                                          
488, ,,,,100,,J691633B41944,2.998,510008.552,2546824.699,,禅城区,,,, ,XHS,5731540,消防栓,0,2.998, ,同福西二街永丰大厦西南侧                                    
489, ,,,,100,,J691633B41990,2.435,509929.878,2546821.717,,禅城区,,,, ,XHS,5731541,消防栓,0,2.435, ,同福西路二街4座侧                                           
490, ,,,,100,,J690633B42040,2.577,509959.256,2546729.6,,禅城区,,,, ,XHS,5731542,消防栓,0,2.577, ,同福二街20号对面                                            
491, ,,,,100,,J690634B42090,2.459,510377.668,2546575.482,,禅城区,,,, ,XHS,5731543,消防栓,0,2.459, ,同季街11号东北侧                                            
493, ,,,,100,,J689634B42139,2.715,510226.797,2546479.331,,禅城区,,,, ,XHS,5731545,消防栓,0,2.715, ,简村市场东南侧路口                                          
494, ,,,,100,,J689634B42252,2.331,510378.968,2546345.901,,禅城区,,,, ,XHS,5731546,消防栓,0,2.331, ,同季街17号东南侧                                            
496, ,,,,100,,J689634B42321,2.75,510151.186,2546521.713,,禅城区,,,, ,XHS,5731547,消防栓,0,2.75, ,唐园路中国工商银行东侧                                      
1000, ,,,,50,,J68062582733,8.051,508135.848,2544557.99,,禅城区,,,, ,XHS,5731986,消防栓,0,8.051, ,石湾区东风路8号东侧                                         
1001, ,,,,100,,J68062582788,7.798,508010.356,2544555.516,,禅城区,,,, ,XHS,5731987,消防栓,0,7.798, ,石湾区跃进路150号南侧                                       
1002, ,,,,100,,J68062582824,16.73,508039.774,2544627.092,,禅城区,,,, ,XHS,5731988,消防栓,0,16.73, ,石湾区何岗新村12座侧                                        
1023, ,,,,50,,J692629J5008A,4.83,509036.621,2546932.584,,禅城区,,,, ,XHS,5731989,消防栓,-0.94,5.77, ,弼塘西一街东便村72号之一侧                                  
1025, ,,,,100,,J693621J0054,2.768,506895.393,2547313.886,,禅城区,,,, ,XHS,5731990,消防栓,-0.7,3.47, ,大江路东方电器厂对面                                        
1026, ,,,,100,,J693627J0016,11.651,508553.157,2547150.811,,禅城区,,,, ,XHS,5731991,消防栓,-0.6,12.25, ,佛山殡仪馆门口对面侧                                        
